type_Ghost_PREDICTION,type_Ghoul_PREDICTION,type_Goblin_PREDICTION,type_PREDICTION,id,bone_length,rotting_flesh,hair_length,has_soul,color
0.8806430697,0.0201271158,0.0992297605,Ghost,158,0.33981683296442655,0.5202417653619259,0.3816460229648145,0.25860088511477236,black
0.9433237314,0.0181015469,0.0385747626,Ghost,160,0.20972731071431636,0.5295578885509363,0.23203316046333272,0.08401875651908133,black
0.8542563915,0.0420873649,0.1036562845,Ghost,164,0.5200726969708933,0.7523725247431258,0.44315429818755503,0.19197274845350926,white
0.0284168068,0.3256196678,0.6459635496,Goblin,166,0.42634407158879745,0.4306066297676095,0.6253100899972401,0.4859519132291185,green
0.490270853,0.0786674321,0.4310617447,Ghost,167,0.39489044336826756,0.4314820235204005,0.5729502626079417,0.2563261817942534,green
0.8779720664,0.0231988616,0.098829098,Ghost,169,0.17914417417657444,0.5706119012112626,0.3044396369095635,0.43846019527518404,clear
0.7562469244,0.0296536032,0.2140994668,Ghost,171,0.384520901855406,0.6090958435075446,0.3494605595976518,0.4387739799051622,clear
0.461673677,0.0995849669,0.4387413263,Ghost,173,0.3429682333837078,0.4797348853016324,0.5470029114651556,0.3114713336262618,black
0.2252313495,0.0858944133,0.6888742447,Goblin,178,0.5039215067998669,0.4168504142817824,0.3458802426846419,0.39067632675248376,black
0.0175258778,0.4116180837,0.5708560348,Goblin,179,0.548880338709564,0.21412744388030497,0.6718481221341174,0.47911095190498465,clear
0.1832848042,0.0445034727,0.7722117305,Goblin,181,0.3276823131519033,0.38747036338000207,0.43389083808507756,0.3651246622308374,clear
0.0425054729,0.2777838409,0.6797106862,Goblin,182,0.5919845951560941,0.38804797825749315,0.6529562442358468,0.38622566341545445,white
0.1274772137,0.1262220293,0.7463007569,Goblin,183,0.4446789354666771,0.45581965968248395,0.5802920309658365,0.43713906312764905,clear
0.0318734944,0.3794668913,0.5886596441,Goblin,184,0.37447793824944714,0.4255432251845536,0.6704627022065567,0.5891837150554916,clear
0.2651287615,0.1709636003,0.5639076829,Goblin,187,0.3357203509214739,0.5381151099927575,0.40376793968512714,0.44858469305144927,white
0.0232014451,0.9412434101,0.0355550796,Ghoul,188,1.0,0.78865974181576,0.7778942044900825,0.5996826074877823,white
0.0300823841,0.8145257235,0.1553918868,Ghoul,190,0.6341618529089357,0.2761126833635309,0.5156855645310802,0.6474840655369903,clear
0.0227538105,0.4671752155,0.5100709796,Goblin,191,0.5069096210256901,0.41051193463868724,0.6323585516138582,0.5517818895950117,clear
0.2900305986,0.2077308744,0.502238512,Goblin,196,0.43246262501975424,0.5407761602114006,0.5209603703525183,0.32305945595883234,clear
0.015117486,0.8091803789,0.175702095,Ghoul,198,0.550208836295346,0.5824012723768063,0.6997669786206279,0.5445842675813722,clear
0.0281543117,0.5426314473,0.4292142391,Ghoul,200,0.6252756727016037,0.5243627568326596,0.6282991970451849,0.5078748391166046,white
0.6201663017,0.0472753122,0.3325583935,Ghost,201,0.3337432403621598,0.38206053042224686,0.4474246544539901,0.23541640119753612,white
0.1925887764,0.0655421987,0.7418690324,Goblin,202,0.4670600930649561,0.38647446243620354,0.314547945050962,0.431274832136039,clear
0.4905611277,0.1167718172,0.3926670253,Ghost,203,0.1770848214809077,0.4028152958589301,0.4828463156165372,0.4280890621619898,black
0.1144377664,0.2922240496,0.5933381915,Goblin,207,0.3362296170091725,0.5434012146405611,0.6053631411431721,0.5361830103264583,black
0.0151378289,0.7902318835,0.1946302503,Ghoul,209,0.5425939779854945,0.47713010189036636,0.6954821413636714,0.5083503361976769,white
0.3459769487,0.0404760092,0.6135470271,Goblin,210,0.3242376220741427,0.4554051145114787,0.41230492202117647,0.35968982442777514,clear
0.238047421,0.1496394128,0.612313211,Goblin,211,0.6590871677207215,0.39080004356005904,0.3749950970189644,0.3114352611056152,blue
0.0179018509,0.2195217907,0.7625764012,Goblin,212,0.42242201161226206,0.22685193225020564,0.6490745914322867,0.5600455262373658,white
0.036467161,0.8727882504,0.0907445326,Ghoul,213,0.5399320449303149,0.4626186338279658,0.5202204829085116,0.8645286256925645,blue
0.7042934299,0.041569069,0.254137516,Ghost,214,0.5112707064629374,0.646853473085097,0.3652329341447997,0.33609849283662785,clear
0.0982761532,0.311550498,0.5901733637,Goblin,217,0.4518356063989548,0.5255460270260263,0.5253937344645968,0.5688891328276822,clear
0.6488871574,0.0759561583,0.2751567364,Ghost,220,0.13740359364249663,0.39949747981735884,0.5192859199533151,0.2969624038551378,white
0.9328910112,0.014666779,0.0524422377,Ghost,221,0.23761327018118114,0.4878540767114006,0.3774364318167383,0.25849133827327186,green
0.0343324058,0.4735126495,0.4921549559,Goblin,223,0.29973411173175,0.4369299254201276,0.6964597390651779,0.6112782689449139,white
0.0104042524,0.8926773667,0.0969183668,Ghoul,225,0.553314451497204,0.31994814795344295,0.7449314795654388,0.7417761899877239,white
0.7778556347,0.0490343682,0.1731099784,Ghost,228,0.5407368041897466,0.7520146911394116,0.2633562276400503,0.32658262474876354,clear
0.8745371699,0.0189818721,0.1064809337,Ghost,231,0.4374578072604482,0.6245875555740349,0.3088715660573096,0.28505171723916994,blue
0.8222261667,0.0507077202,0.1270661205,Ghost,232,0.2435109569814696,0.8745907662152681,0.5078385170395909,0.35550554106711735,white
0.0269045141,0.9331876636,0.0399077907,Ghoul,234,0.7648687213750686,0.7957912069894427,0.8216444735727002,0.5191860249178282,clear
0.0934612527,0.6608151197,0.2457235903,Ghoul,235,0.40961711017990204,0.4165968788646674,0.4482193571499691,0.809782807343295,green
0.8601136208,0.0221532546,0.1177330911,Ghost,236,0.2989201512973399,0.46673986679560897,0.32349145943097174,0.24553012035792454,white
0.0557714254,0.1916025132,0.7526260614,Goblin,238,0.3122313379466742,0.4464006670622731,0.5884070542041702,0.5030966362847662,white
0.0296701584,0.2964721918,0.6738576293,Goblin,239,0.3736305537715169,0.3597381176999297,0.6694800715422385,0.5215012911795918,clear
0.0157561377,0.871951282,0.1122926474,Ghoul,240,0.4970793052499803,0.41940945217701125,0.6648263631332165,0.8519359331417382,blue
0.5449225903,0.0578716062,0.3972058296,Ghost,241,0.40182420570454463,0.5047070080513483,0.46899140969913206,0.3745323475690934,black
0.0699949563,0.2967339158,0.6332711577,Goblin,242,0.3960319180060598,0.5018998163890201,0.578653903947541,0.5844476198711841,white
0.0124471737,0.9323436618,0.0552091524,Ghoul,243,0.5115000640565655,0.3260358984841549,0.9303755022741735,0.7009355175102377,white
0.0540356971,0.4736854732,0.4722788036,Ghoul,244,0.37686362436614074,0.36451678834585377,0.5992405495565335,0.6798759679529113,clear
0.1110102236,0.1290850788,0.7599046826,Goblin,245,0.4061699231875774,0.3737750778851317,0.44893093884495805,0.49022596321699285,blue
0.5113255978,0.0806803182,0.4079940915,Ghost,246,0.43003885052325463,0.47602845701256996,0.311498805308381,0.40417906869704107,clear
0.0191880539,0.8939112425,0.086900644,Ghoul,248,0.5351886330376607,0.4716863863317262,0.6273188660828083,1.0,blue
0.2186157107,0.0482361652,0.733148098,Goblin,249,0.3236300033764828,0.43387703730177346,0.36926751765505933,0.39384176284894334,clear
0.5555749536,0.0527362414,0.3916888535,Ghost,250,0.32048977240553156,0.516139985833795,0.44265265041561414,0.41575760088668456,black
0.0567637607,0.7073844671,0.2358517945,Ghoul,251,0.4484069522845501,0.4711091484022771,0.51363117844693,0.8139894802798346,white
0.0189336464,0.5283368826,0.4527294934,Ghoul,252,0.5930985277206363,0.453462211054166,0.6570581557606632,0.49869644204231356,clear
0.8369701505,0.0244415347,0.1385883093,Ghost,253,0.32447010285382366,0.6052552355673301,0.3491521425679277,0.33541478006610415,white
0.0329470895,0.5524628758,0.4145900607,Ghoul,254,0.4959028754386521,0.4430069057157371,0.6955813515881166,0.44327090459073126,white
0.7052993178,0.0411224551,0.2535782158,Ghost,255,0.32997113583569726,0.3620239129722385,0.44995264681405306,0.2352325565724526,black
0.9060253501,0.0217974894,0.0721771419,Ghost,256,0.3822085515945141,0.4936932286422626,0.0,0.22416760812872394,white
0.475415051,0.0965334177,0.4280515015,Ghost,257,0.4725973425619661,0.4954154453990313,0.32343348138776307,0.4215313745101699,white
0.0257952604,0.2542657554,0.7199389935,Goblin,259,0.41760628223457524,0.39658347434745866,0.6141868493125999,0.6350977738594711,white
0.0396915749,0.7539511323,0.2063572556,Ghoul,260,0.6809549759056938,0.5151690075502355,0.6448703965384932,0.4804667920186441,blood
0.0194935557,0.5550243258,0.4254821539,Ghoul,267,0.4210410059507123,0.3808607029848313,0.6837098328159051,0.530724191707382,white
0.0823892429,0.2175584137,0.700052321,Goblin,269,0.4768877175802828,0.4152984812920393,0.4495681058398764,0.5646716587901072,white
0.073587887,0.069019556,0.8573925495,Goblin,270,0.31456001345944157,0.19755256228038603,0.6288848448593913,0.3927334746161549,black
0.789637804,0.0607217252,0.1496404707,Ghost,271,0.24962082217942547,0.7026242989264166,0.2985002451723868,0.4555497717044402,clear
0.0087116743,0.9429277778,0.0483605452,Ghoul,273,0.561852519059607,0.4613789016838969,0.682091298382773,0.7591730821726327,white
0.0095458133,0.8279476166,0.1625065207,Ghoul,274,0.6144214575586121,0.44649790882655477,0.7234518168236623,0.5934918284856219,white
0.8321965933,0.0321285762,0.1356748939,Ghost,275,0.222873036337833,0.6736082376218325,0.5895179451636969,0.27473501568832404,clear
0.0318442099,0.9223929644,0.0457628146,Ghoul,276,0.5282444828258913,0.8294614700359552,0.8408384043745764,0.7995681285756628,white
0.009712128,0.958571434,0.0317164399,Ghoul,277,0.4838711922575803,0.48581858317461873,0.823177188190902,0.7792977838566093,clear
0.0587931089,0.5327896476,0.4084172845,Ghoul,278,0.3847917979385725,0.5135762600399497,0.645218950301834,0.6930155079366472,white
0.0371807329,0.5197395086,0.4430797696,Ghoul,279,0.35687019308392115,0.270831833159545,0.7882539172016431,0.4902623790515179,white
0.0259696469,0.2481199205,0.7259104252,Goblin,280,0.4791984530735344,0.26436536406333827,0.548163845484996,0.5738846415753595,black
0.9247810841,0.0162863545,0.0589325465,Ghost,281,0.29296113889279185,0.5995984191796542,0.35997691529024883,0.14411995740146763,white
0.8714908957,0.0423926674,0.0861164406,Ghost,284,0.4222780352556623,0.5150379348966408,0.19000821890510974,0.14941722709448857,white
0.1703971326,0.184208259,0.6453946233,Goblin,288,0.40829045856800283,0.5406254043103054,0.5953897038056885,0.3874626242193229,clear
0.9316365123,0.019659413,0.048704043,Ghost,289,0.4944854403489842,0.7866796261030942,0.1790064839528763,0.12743167775978287,white
0.0706171542,0.0912399143,0.8381429315,Goblin,290,0.3482598280541355,0.37608239485422046,0.5948981560872598,0.43600146227951997,white
0.8006718159,0.0418331921,0.1574950218,Ghost,292,0.5056195821749433,0.5595322957031755,0.3317974395170349,0.2822818143543033,white
0.8792929053,0.0214282405,0.0992789268,Ghost,295,0.1692128705489467,0.5549657398416898,0.42658895742447256,0.3078596864277284,black
0.0548104532,0.7950353622,0.1501541734,Ghoul,297,0.5459554243490163,0.5208272312223075,0.4489362316115237,0.7586996537696911,white
0.9604589343,0.0096484441,0.0298925787,Ghost,298,0.3836287384441427,0.7671260773774166,0.174065615646599,0.16943290030048969,black
0.0989506617,0.3495050967,0.5515441895,Goblin,303,0.6107494781862837,0.48687615946300505,0.6550696550759325,0.34567495916195334,black
0.0298573151,0.7017436624,0.26839903,Ghoul,304,0.5168179797356167,0.6912861487856125,0.7177207130465573,0.5369324876285495,white
0.0094415229,0.9632066488,0.0273517892,Ghoul,308,0.680601325078002,0.581756938482083,0.8057415613537562,0.5742977402876881,clear
0.2476862818,0.0576738119,0.6946399212,Goblin,309,0.31160309412220494,0.4209873147178715,0.3499858357826982,0.38238472041003874,white
0.0089823091,0.9635586739,0.0274590496,Ghoul,310,0.6095382653312155,0.42613758567210835,0.8556673465707568,0.6787119839599532,clear
0.0302287675,0.8533591032,0.116412133,Ghoul,311,0.5190241148927166,0.1844867300219792,0.5079588348287183,0.7811388746726156,white
0.0656184405,0.5894738436,0.3449077606,Ghoul,312,0.5748090089657171,0.4711621368203229,0.715405308102166,0.4191332601514756,black
0.9054624438,0.0254982226,0.0690393224,Ghost,314,0.4184869037261067,0.6020861105820349,0.337510372063191,0.20164189218746884,white
0.4340771139,0.1154632941,0.4504595995,Goblin,316,0.42516788219630286,0.8376761706217696,0.4294527400631347,0.4797964881108457,green
0.0123118944,0.8443921804,0.1432959735,Ghoul,317,0.5295352673066082,0.4783404873194023,0.7357997684789724,0.5617385154135212,green
0.5268865824,0.1123286709,0.3607847393,Ghost,318,0.36437247451434984,0.7067225629308764,0.20814091885459496,0.44828425386775633,clear
0.9054455161,0.0179286413,0.0766257793,Ghost,319,0.25807128848978994,0.6280237958540617,0.2013153133585437,0.3857365296298724,white
0.049366191,0.2408773303,0.709756434,Goblin,320,0.4194471542767579,0.45701227639384007,0.5454934725372421,0.4912177486811636,clear
0.1150209308,0.3561029732,0.5288760662,Goblin,322,0.4163822061579792,0.5204689308305253,0.5118977960498209,0.5694171282212698,clear
0.0290449131,0.5168958902,0.4540592134,Ghoul,326,0.36478466350087885,0.39906119935693773,0.6555163903081073,0.7034072479218858,white
0.19733046,0.5968666673,0.2058028877,Ghoul,328,0.5181461430222946,0.8264244504790538,0.8091231264276035,0.39621006811687826,white
0.9434024096,0.018929217,0.0376683101,Ghost,330,0.4058796505369044,0.5992877082530673,0.24073483065962364,0.17380627543745236,black
0.8459509611,0.0179671403,0.1360818595,Ghost,331,0.3607241265478471,0.8168136768311567,0.3493969929583791,0.30573062606292095,green
0.0243736189,0.7675057054,0.2081206739,Ghoul,332,0.41628763726868034,0.2647753405109291,0.9109826633172027,0.5942955131183724,white
0.0783338398,0.0833570957,0.8383090496,Goblin,334,0.4827702906761841,0.2913317496690198,0.35148905159779176,0.4560549878170583,blue
0.8004549146,0.052887015,0.1466580778,Ghost,335,0.23495898239827906,0.640291798650388,0.33355947372325384,0.4861376140401375,green
0.0926565975,0.7753731608,0.1319702119,Ghoul,337,0.3936938432596959,0.8104928084987972,0.9226768839671764,0.6682541409408165,white
0.139285624,0.2215394229,0.6391749978,Goblin,341,0.32388748337474926,0.6589947687762145,0.5698502066663197,0.5431823616232254,white
0.0904055014,0.1896749288,0.7199195623,Goblin,344,0.4898933449644223,0.37160610159413826,0.6044393788447546,0.3036742693267865,white
0.0359926336,0.3074278831,0.6565794945,Goblin,345,0.5357566668362416,0.358899710568444,0.5306236904227741,0.5375236826746468,clear
0.0297492575,0.705055654,0.2651951015,Ghoul,347,0.6517986738180114,0.5874874952118235,0.6278892878398884,0.5495486635943537,clear
0.0135242371,0.7241129279,0.262362808,Ghoul,348,0.5122300257510431,0.40830521312195406,0.7370607028654401,0.5777804916017444,black
0.9222562909,0.0119922543,0.0657514408,Ghost,349,0.28101582120329166,0.657648479390109,0.3833512360180918,0.23387616616605572,white
0.9650478363,0.0106931133,0.0242590662,Ghost,350,0.08825938471619091,0.5717753956175641,0.41482206856453674,0.19337505858289178,black
0.843664825,0.0313647129,0.1249704957,Ghost,352,0.3005941504230982,0.369538452297306,0.15790179009504282,0.04527240144579485,clear
0.7190588117,0.0494945422,0.231446594,Ghost,353,0.21532889053440354,0.43123322812472276,0.3265789403076747,0.3704900959198366,white
0.0387729332,0.4554368258,0.5057902932,Goblin,354,0.44537729705802476,0.42620071988567076,0.565223064086641,0.647754542808579,white
0.7437886596,0.0704121664,0.1857991368,Ghost,356,0.17450568008144887,0.4068007782490589,0.15977033737060045,0.5789687669716089,white
0.1698175669,0.1676244289,0.6625580192,Goblin,357,0.4177645655050958,0.45986172903946365,0.6338520188714625,0.35220078789048787,clear
0.6313388944,0.0341033041,0.3345578015,Ghost,360,0.33057758231051704,0.33996440397646877,0.42838989712257847,0.27616529508181514,white
0.0827379599,0.1045550779,0.8127068877,Goblin,361,0.39481802876274746,0.44131800538983956,0.5591788719815032,0.43284195816049176,white
